"subjectID","activity","tBodyAcc-mean()-X","tBodyAcc-mean()-Y","tBodyAcc-mean()-Z","tGravityAcc-mean()-X","tGravityAcc-mean()-Y","tGravityAcc-mean()-Z","tBodyAccJerk-mean()-X","tBodyAccJerk-mean()-Y","tBodyAccJerk-mean()-Z","tBodyGyro-mean()-X","tBodyGyro-mean()-Y","tBodyGyro-mean()-Z","tBodyGyroJerk-mean()-X","tBodyGyroJerk-mean()-Y","tBodyGyroJerk-mean()-Z","tBodyAccMag-mean()","tGravityAccMag-mean()","tBodyAccJerkMag-mean()","tBodyGyroMag-mean()","tBodyGyroJerkMag-mean()","fBodyAcc-mean()-X","fBodyAcc-mean()-Y","fBodyAcc-mean()-Z","fBodyAcc-meanFreq()-X","fBodyAcc-meanFreq()-Y","fBodyAcc-meanFreq()-Z","fBodyAccJerk-mean()-X","fBodyAccJerk-mean()-Y","fBodyAccJerk-mean()-Z","fBodyAccJerk-meanFreq()-X","fBodyAccJerk-meanFreq()-Y","fBodyAccJerk-meanFreq()-Z","fBodyGyro-mean()-X","fBodyGyro-mean()-Y","fBodyGyro-mean()-Z","fBodyGyro-meanFreq()-X","fBodyGyro-meanFreq()-Y","fBodyGyro-meanFreq()-Z","fBodyAccMag-mean()","fBodyAccMag-meanFreq()","fBodyBodyAccJerkMag-mean()","fBodyBodyAccJerkMag-meanFreq()","fBodyBodyGyroMag-mean()","fBodyBodyGyroMag-meanFreq()","fBodyBodyGyroJerkMag-mean()","fBodyBodyGyroJerkMag-meanFreq()","tBodyAcc-std()-X","tBodyAcc-std()-Y","tBodyAcc-std()-Z","tGravityAcc-std()-X","tGravityAcc-std()-Y","tGravityAcc-std()-Z","tBodyAccJerk-std()-X","tBodyAccJerk-std()-Y","tBodyAccJerk-std()-Z","tBodyGyro-std()-X","tBodyGyro-std()-Y","tBodyGyro-std()-Z","tBodyGyroJerk-std()-X","tBodyGyroJerk-std()-Y","tBodyGyroJerk-std()-Z","tBodyAccMag-std()","tGravityAccMag-std()","tBodyAccJerkMag-std()","tBodyGyroMag-std()","tBodyGyroJerkMag-std()","fBodyAcc-std()-X","fBodyAcc-std()-Y","fBodyAcc-std()-Z","fBodyAccJerk-std()-X","fBodyAccJerk-std()-Y","fBodyAccJerk-std()-Z","fBodyGyro-std()-X","fBodyGyro-std()-Y","fBodyGyro-std()-Z","fBodyAccMag-std()","fBodyBodyAccJerkMag-std()","fBodyBodyGyroMag-std()","fBodyBodyGyroJerkMag-std()"
5,"STANDING",0.278334,-0.018304,-0.107938,-0.483471,0.95489,0.263645,0.084816,0.007475,-0.003041,-0.021894,-0.079871,0.159894,-0.102114,-0.040445,-0.070831,-0.966778,-0.966778,-0.980141,-0.946938,-0.986419,-0.968742,-0.96542,-0.977008,-0.135632,0.466528,0.132311,-0.98269,-0.965329,-0.98325,0.239915,0.195677,0.091694,-0.975797,-0.97825,-0.963203,-0.022724,0.068125,0.04136,-0.962235,0.292032,-0.977356,0.197005,-0.968257,0.102442,-0.984618,0.024737,-0.965935,-0.969296,-0.968563,-0.945695,-0.985964,-0.977077,-0.983308,-0.96456,-0.985419,-0.979499,-0.977427,-0.960584,-0.983422,-0.983759,-0.98968,-0.958613,-0.958613,-0.977477,-0.958288,-0.983771,-0.964954,-0.972909,-0.965882,-0.985625,-0.966243,-0.986136,-0.980706,-0.977258,-0.963306,-0.962525,-0.976382,-0.959263,-0.983434
5,"SITTING",0.273694,-0.009901,-0.10854,0.880731,0.168446,0.143007,0.074958,-0.002788,0.003386,-0.042236,-0.083548,0.082393,-0.088975,-0.04547,-0.048771,-0.937978,-0.937978,-0.96932,-0.934302,-0.973848,-0.977451,-0.921435,-0.946064,-0.020933,0.068459,0.040316,-0.976025,-0.954237,-0.969501,0.075736,-0.131862,-0.064496,-0.957117,-0.95546,-0.938003,0.125891,-0.187706,0.096683,-0.936291,0.058608,-0.96444,0.245937,-0.94476,-0.005784,-0.971598,0.08129,-0.980945,-0.904335,-0.926095,-0.983138,-0.939943,-0.945009,-0.975205,-0.952786,-0.973437,-0.966225,-0.950064,-0.940638,-0.966037,-0.975434,-0.964879,-0.920939,-0.920939,-0.965758,-0.931415,-0.970393,-0.982591,-0.902292,-0.921844,-0.976531,-0.954464,-0.976022,-0.96939,-0.947571,-0.947346,-0.925669,-0.966545,-0.934747,-0.970675
5,"LAYING",0.282544,-0.007004,-0.102171,0.960189,-0.03871,0.138638,0.072519,-0.00222,-0.012281,-0.032271,-0.050988,0.069095,-0.092225,-0.039911,-0.042222,-0.906105,-0.906105,-0.956864,-0.900672,-0.958406,-0.964501,-0.890796,-0.915084,-0.016407,-0.008944,-0.028288,-0.963059,-0.93137,-0.958439,0.150463,-0.143682,-0.033364,-0.909662,-0.939374,-0.907191,-0.178598,-0.162945,-0.10918,-0.904641,-0.016942,-0.941826,0.140972,-0.904544,-0.157769,-0.952286,-0.039314,-0.968592,-0.86944,-0.869327,-0.974088,-0.931974,-0.914608,-0.962647,-0.931217,-0.963832,-0.910395,-0.933738,-0.907472,-0.94193,-0.961178,-0.944755,-0.879774,-0.879774,-0.942962,-0.867042,-0.947971,-0.970668,-0.867933,-0.858231,-0.965779,-0.936203,-0.968072,-0.912781,-0.931858,-0.916789,-0.886745,-0.943602,-0.868914,-0.946196
5,"WALKING",0.277842,-0.017285,-0.107742,0.972625,-0.10044,0.002476,0.084589,-0.016319,8.3e-05,-0.048892,-0.069014,0.081544,-0.088841,-0.044956,-0.048268,-0.158339,-0.158339,-0.288333,-0.355933,-0.444532,-0.287783,0.00946,-0.490251,-0.322382,-0.002041,0.024739,-0.344955,-0.181056,-0.590497,-0.359373,-0.53405,-0.344151,-0.372669,-0.513952,-0.213127,-0.04586,-0.019186,0.167458,-0.304992,0.149853,-0.269482,-0.004973,-0.484263,0.250621,-0.548054,0.052733,-0.294099,0.076748,-0.457021,-0.979348,-0.961585,-0.964581,-0.302891,-0.09104,-0.612895,-0.490877,-0.504622,-0.318701,-0.357681,-0.571438,-0.157683,-0.377179,-0.377179,-0.282242,-0.492177,-0.4892,-0.297517,0.042603,-0.48306,-0.32139,-0.054521,-0.63343,-0.529393,-0.502683,-0.420367,-0.519637,-0.305685,-0.589742,-0.455665
5,"WALKING_DOWNSTAIRS",0.293544,-0.008501,-0.10032,0.956649,-0.060758,0.021678,0.109651,0.013762,0.02134,-0.068295,-0.070781,0.080656,-0.110149,-0.07083,-0.039966,0.211139,0.211139,-0.063753,-0.21803,-0.397196,0.098432,0.079228,-0.37474,-0.453525,0.036366,-0.004372,-0.036801,-0.056803,-0.49198,-0.350912,-0.470995,-0.303523,-0.295345,-0.382483,-0.034175,-0.008923,-0.007642,0.211556,0.155742,-0.013706,0.009184,0.110968,-0.349338,0.204634,-0.453697,0.072382,0.275046,0.090763,-0.325891,-0.950491,-0.912363,-0.927193,0.032242,0.047361,-0.522652,-0.460647,-0.409134,-0.227869,-0.411302,-0.514591,-0.034422,0.205422,0.205422,-0.029257,-0.360678,-0.450303,0.336555,0.026827,-0.353398,0.011056,0.090172,-0.551178,-0.514941,-0.431553,-0.374705,0.042853,-0.089736,-0.484141,-0.487128
5,"WALKING_UPSTAIRS",0.268459,-0.032527,-0.107471,0.936822,-0.265943,-0.023204,0.079544,0.014013,-0.025591,0.039519,-0.117196,0.042444,-0.14303,-0.05599,-0.05349,0.043556,0.043556,-0.247403,-0.235517,-0.473488,-0.161485,0.07289,-0.457471,-0.427706,-0.122487,-0.135265,-0.289725,-0.196818,-0.606717,-0.397836,-0.577009,-0.339641,-0.263615,-0.516609,-0.139801,-0.06158,-0.138064,0.060813,-0.169262,-0.020495,-0.264675,0.124513,-0.392565,-0.0234,-0.571344,0.005786,-0.045724,0.185022,-0.308939,-0.95358,-0.900512,-0.92142,-0.223897,-0.125027,-0.638369,-0.443342,-0.440346,-0.265451,-0.305245,-0.631822,-0.282154,-0.136736,-0.136736,-0.310187,-0.354688,-0.557988,-0.004738,0.165038,-0.289257,-0.225328,-0.105311,-0.668826,-0.501686,-0.403486,-0.380378,-0.254092,-0.378617,-0.440445,-0.572485
6,"STANDING",0.248657,-0.010253,-0.13312,-0.47671,0.956594,0.175868,0.096348,-0.001145,0.003288,-0.007961,-0.107218,0.179102,-0.111267,-0.04241,-0.071777,-0.918879,-0.918879,-0.954751,-0.90898,-0.955646,-0.939114,-0.923707,-0.938045,-0.21973,0.348419,0.161458,-0.967072,-0.936043,-0.954426,0.011473,-0.022203,0.078468,-0.93544,-0.941772,-0.932637,0.102549,0.023657,0.044523,-0.912352,0.144605,-0.948655,0.182525,-0.930154,0.119318,-0.953696,0.163765,-0.934049,-0.924645,-0.925216,-0.887746,-0.959162,-0.928131,-0.966341,-0.933674,-0.959646,-0.955378,-0.943635,-0.939142,-0.939612,-0.958629,-0.959579,-0.897326,-0.897326,-0.950342,-0.920914,-0.953157,-0.932463,-0.929711,-0.924005,-0.968619,-0.935717,-0.963568,-0.962165,-0.945365,-0.947137,-0.905374,-0.951553,-0.928695,-0.955505
6,"SITTING",0.276778,-0.014591,-0.110128,0.933693,0.068263,0.069522,0.075472,3e-06,0.006237,-0.037244,-0.089908,0.085435,-0.093669,-0.033399,-0.04655,-0.949544,-0.949544,-0.962734,-0.932704,-0.962929,-0.975351,-0.928264,-0.935798,0.003047,0.123382,0.081846,-0.971037,-0.947071,-0.9542,0.09994,-0.150934,-0.091348,-0.939671,-0.943857,-0.934765,0.13941,-0.129239,0.04381,-0.93575,0.128902,-0.948349,0.171845,-0.929726,0.046174,-0.952035,0.121847,-0.980165,-0.923682,-0.925797,-0.988872,-0.960876,-0.955476,-0.969929,-0.945144,-0.958573,-0.957368,-0.94413,-0.939681,-0.943715,-0.961781,-0.958788,-0.931573,-0.931573,-0.948182,-0.921259,-0.950151,-0.982451,-0.925677,-0.925768,-0.971489,-0.94688,-0.961637,-0.963407,-0.944901,-0.947327,-0.939547,-0.947305,-0.929549,-0.951197
6,"LAYING",0.280346,-0.018124,-0.112173,0.945139,-0.230251,0.013919,0.07307,0.008719,-0.004817,-0.028252,-0.058982,0.076739,-0.103293,-0.042883,-0.050643,-0.945023,-0.945023,-0.967102,-0.939405,-0.963406,-0.9771,-0.930336,-0.942864,0.066452,-0.086632,0.020882,-0.973481,-0.951405,-0.963744,0.186559,-0.251014,-0.071534,-0.931612,-0.943273,-0.94324,-0.114716,-0.195978,-0.077875,-0.94595,0.037354,-0.955914,0.190944,-0.926664,-0.07012,-0.955425,0.027625,-0.981758,-0.921493,-0.925692,-0.985583,-0.968449,-0.942795,-0.973133,-0.949362,-0.967547,-0.947561,-0.942487,-0.947782,-0.946424,-0.962422,-0.962758,-0.93931,-0.93931,-0.956099,-0.915892,-0.952536,-0.984067,-0.921449,-0.922067,-0.975236,-0.950681,-0.969896,-0.952817,-0.942539,-0.954456,-0.944564,-0.955382,-0.923109,-0.952088
6,"WALKING",0.283659,-0.016895,-0.110303,0.958067,-0.214695,0.033189,0.069959,-0.016483,-0.007389,-0.02551,-0.074446,0.083881,-0.087889,-0.036231,-0.05396,-0.166841,-0.166841,-0.195117,-0.281208,-0.32129,-0.187934,0.140782,-0.49852,-0.196842,0.022073,0.185107,-0.150943,-0.075374,-0.541439,-0.178295,-0.466306,-0.104129,-0.239651,-0.341378,-0.203575,0.091241,0.041627,0.302875,-0.201387,0.20009,-0.055401,-0.009229,-0.329681,0.29311,-0.366501,0.100925,-0.296539,0.164214,-0.504324,-0.97778,-0.964249,-0.957205,-0.132785,0.008089,-0.575777,-0.446021,-0.331702,-0.383139,-0.182601,-0.41639,-0.166684,-0.266734,-0.266734,-0.070603,-0.365603,-0.364708,-0.345228,0.1017,-0.550475,-0.192695,0.031445,-0.608624,-0.515324,-0.332009,-0.512209,-0.421683,-0.0965,-0.510648,-0.408079
6,"WALKING_DOWNSTAIRS",0.277045,-0.019537,-0.107209,0.928531,-0.214046,-0.00308,0.103681,0.009877,-0.009325,-0.096084,-0.034178,0.087001,-0.025645,-0.076809,-0.037223,0.333755,0.333755,0.103845,0.014268,-0.082937,0.328309,0.339771,-0.277603,-0.411649,0.021911,0.306253,0.136555,0.137202,-0.283086,-0.315758,-0.484344,-0.034825,0.063372,-0.130327,0.152845,0.001504,0.151126,0.302964,0.395958,0.106479,0.243834,-0.001607,-0.014374,0.230693,-0.132705,0.036946,0.383682,0.360165,-0.320204,-0.954406,-0.933578,-0.934379,0.165271,0.276544,-0.336817,-0.198304,-0.18923,-0.09408,0.039339,-0.193508,0.193206,0.373612,0.373612,0.209502,-0.042628,-0.111228,0.40337,0.283248,-0.406014,0.088652,0.341242,-0.389057,-0.286725,-0.235471,-0.275667,0.144623,0.154809,-0.242354,-0.145734
6,"WALKING_UPSTAIRS",0.268229,-0.027243,-0.122082,0.913632,-0.340733,-0.018461,0.072107,0.003713,-0.002378,-0.076741,-0.051898,0.066423,-0.065202,-0.045771,-0.05768,0.017779,0.017779,-0.20738,-0.129121,-0.342895,-0.131075,0.097804,-0.427248,-0.445121,-0.094883,-0.066787,-0.244813,-0.122992,-0.549315,-0.441959,-0.50117,-0.401684,-0.115065,-0.329654,-0.046414,-0.055914,-0.129471,0.010293,-0.081948,-0.014015,-0.169868,-0.061238,-0.230627,0.014481,-0.459236,0.028505,-0.050135,0.189276,-0.35352,-0.959399,-0.912901,-0.906196,-0.180301,-0.041399,-0.560831,-0.321974,-0.3158,-0.1839,-0.186763,-0.486494,-0.170815,-0.079151,-0.079151,-0.16997,-0.199894,-0.44008,-0.021134,0.159124,-0.365874,-0.186815,-0.016981,-0.571674,-0.390248,-0.313619,-0.309998,-0.222161,-0.177735,-0.318174,-0.455938
7,"STANDING",0.250177,-0.020441,-0.101361,-0.502814,0.393444,0.907538,0.09689,0.025062,-0.013165,-0.002826,-0.133606,0.15592,-0.105944,-0.03589,-0.06719,-0.936392,-0.936392,-0.980127,-0.915794,-0.983009,-0.953424,-0.942194,-0.958612,-0.635913,-0.043829,0.237112,-0.980393,-0.972532,-0.969525,0.020716,-0.045134,0.094561,-0.953685,-0.95757,-0.956905,-0.139745,-0.453726,0.014468,-0.927977,-0.129091,-0.968066,0.217605,-0.941131,-0.265784,-0.974118,0.104423,-0.936514,-0.926263,-0.952978,-0.914221,-0.955544,-0.961909,-0.980978,-0.973093,-0.972983,-0.960127,-0.945072,-0.955295,-0.973837,-0.976484,-0.988872,-0.90704,-0.90704,-0.967311,-0.918662,-0.971205,-0.931121,-0.922918,-0.953381,-0.98356,-0.975886,-0.975073,-0.962348,-0.939728,-0.958876,-0.910542,-0.965359,-0.918893,-0.969403
7,"SITTING",0.284675,-0.014611,-0.122465,0.969148,0.006088,0.064964,0.066852,0.011686,0.0162,-0.049638,-0.033612,0.025948,-0.093816,-0.039644,-0.045457,-0.918432,-0.918432,-0.97656,-0.897871,-0.981665,-0.972697,-0.931491,-0.904675,-0.033431,0.014717,-0.101766,-0.982037,-0.969424,-0.968504,0.180133,-0.081502,-0.085753,-0.943632,-0.956678,-0.94742,-0.07163,-0.308762,-0.018774,-0.908957,-0.011233,-0.970954,0.18123,-0.933082,-0.142831,-0.978635,0.055364,-0.972668,-0.909455,-0.856533,-0.957082,-0.945436,-0.868603,-0.982158,-0.969459,-0.972256,-0.941871,-0.944124,-0.937021,-0.974369,-0.981025,-0.980955,-0.881958,-0.881958,-0.970243,-0.898063,-0.976214,-0.97288,-0.904629,-0.844083,-0.984026,-0.971815,-0.974699,-0.942726,-0.938245,-0.939826,-0.886916,-0.968495,-0.895805,-0.974966
7,"LAYING",0.282724,-0.014574,-0.099778,0.958729,-0.117607,-0.051657,0.075192,0.006947,-0.010842,-0.029158,-0.077434,0.085105,-0.090154,-0.04128,-0.054539,-0.942725,-0.942725,-0.973381,-0.943426,-0.977377,-0.976682,-0.941884,-0.938551,-0.079705,-0.15973,0.000989,-0.976323,-0.967165,-0.96823,0.098775,-0.18848,-0.08916,-0.938122,-0.957549,-0.957165,-0.188058,-0.298449,-0.188117,-0.945611,-0.028845,-0.967418,0.256759,-0.938705,-0.187182,-0.973671,0.095471,-0.979308,-0.923401,-0.917064,-0.987918,-0.966163,-0.939161,-0.976404,-0.965811,-0.97206,-0.945248,-0.949647,-0.951631,-0.965983,-0.976838,-0.978167,-0.93359,-0.93359,-0.968566,-0.918439,-0.972108,-0.980541,-0.919119,-0.912359,-0.978729,-0.96685,-0.974534,-0.947892,-0.945818,-0.954339,-0.937288,-0.969092,-0.919848,-0.971899
7,"WALKING",0.275593,-0.018654,-0.110912,0.932566,-0.159097,-0.160847,0.090146,0.018432,-0.02104,0.002288,-0.083711,0.06411,-0.123654,-0.044777,-0.049571,-0.097809,-0.097809,-0.192949,-0.305959,-0.300023,-0.343048,-0.064156,0.038583,-0.313727,0.160434,0.12463,-0.383716,-0.123193,-0.10649,-0.284587,-0.287014,-0.244832,-0.318395,-0.151967,-0.366734,0.111913,0.273141,0.014356,-0.151244,0.172998,-0.038419,-0.012745,-0.19291,0.300316,-0.15534,0.00088,-0.327243,-0.077262,0.159631,-0.979851,-0.969404,-0.95216,-0.346026,-0.054745,-0.149489,-0.503314,-0.231098,-0.396014,-0.211667,-0.174136,-0.458303,-0.198555,-0.198555,-0.027557,-0.198283,-0.09534,-0.322035,-0.143722,0.133317,-0.365315,-0.043192,-0.190752,-0.563615,-0.290859,-0.46327,-0.351707,-0.022138,-0.343895,-0.084166
7,"WALKING_DOWNSTAIRS",0.280307,-0.016633,-0.096938,0.930624,-0.129872,-0.154936,0.096893,-0.019106,-0.016039,-0.10541,-0.049717,0.116895,-0.059727,-0.03819,-0.078947,0.01988,0.01988,-0.17032,-0.188741,-0.39923,0.044343,-0.145302,-0.139216,-0.365651,-0.031474,0.082442,-0.030523,-0.316237,-0.296495,-0.333627,-0.414196,-0.382024,-0.339301,-0.214443,-0.2996,-0.219868,0.200566,0.007637,0.218911,0.003803,0.06739,-0.037384,-0.255045,0.235201,-0.289097,0.081946,0.066082,-0.138179,-0.06364,-0.964876,-0.952679,-0.928756,0.028503,-0.29628,-0.347108,-0.407744,-0.292626,-0.401051,-0.510731,-0.29952,-0.4252,0.214544,0.214544,0.090184,-0.259752,-0.294779,0.073011,-0.190187,-0.100121,-0.004263,-0.324379,-0.397775,-0.432731,-0.351718,-0.49512,0.021444,0.107857,-0.39691,-0.353545
7,"WALKING_UPSTAIRS",0.248707,-0.027564,-0.14377,0.818747,-0.240951,-0.4036,0.072465,-0.000812,-7.5e-05,-0.138778,-0.002472,0.139217,-0.085664,-0.048222,-0.072452,-0.198074,-0.198074,-0.458695,-0.239099,-0.66197,-0.336199,-0.381591,-0.317461,-0.432685,-0.135079,-0.273731,-0.454648,-0.537076,-0.581765,-0.391183,-0.425314,-0.627555,-0.383889,-0.56792,-0.40815,-0.329346,-0.054118,-0.346106,-0.378619,-0.089228,-0.454783,0.045864,-0.533983,-0.165201,-0.673327,0.047335,-0.294873,-0.32616,-0.145665,-0.932823,-0.939774,-0.881676,-0.415153,-0.519898,-0.607808,-0.363853,-0.572997,-0.34898,-0.616813,-0.671244,-0.682184,-0.334745,-0.334745,-0.471266,-0.418145,-0.676428,-0.27987,-0.341026,-0.124912,-0.426974,-0.534191,-0.63192,-0.368637,-0.579965,-0.393063,-0.415307,-0.497441,-0.444994,-0.704091
8,"STANDING",0.261254,-0.021228,-0.102245,-0.40593,0.589922,0.719832,0.087833,0.02333,-0.016922,0.005354,-0.089137,0.138188,-0.106445,-0.038974,-0.069412,-0.935309,-0.935309,-0.973147,-0.924253,-0.978438,-0.953539,-0.951817,-0.94427,-0.307248,0.005398,0.192436,-0.973111,-0.975877,-0.962111,0.164984,0.006673,0.120249,-0.957904,-0.957411,-0.967461,-0.105591,-0.19988,0.213568,-0.93228,0.048499,-0.961793,0.350823,-0.944529,-0.062056,-0.968404,0.219371,-0.943041,-0.934891,-0.932491,-0.918873,-0.95799,-0.941836,-0.973253,-0.976521,-0.966088,-0.965204,-0.952039,-0.96759,-0.969924,-0.974186,-0.987601,-0.91325,-0.91325,-0.962955,-0.932471,-0.969029,-0.940125,-0.931237,-0.931146,-0.97596,-0.979171,-0.968699,-0.967846,-0.950316,-0.970672,-0.917258,-0.963791,-0.936787,-0.971793
8,"SITTING",0.267491,-0.006726,-0.104461,0.832454,0.240095,0.263895,0.078671,-0.006575,-0.010681,-0.05474,-0.095509,0.071605,-0.092315,-0.040267,-0.044573,-0.95214,-0.95214,-0.986062,-0.932682,-0.991807,-0.981143,-0.94422,-0.959436,-0.164187,0.107278,0.060048,-0.984977,-0.980221,-0.982995,0.227829,0.052716,0.008838,-0.9822,-0.97659,-0.961799,0.116742,-0.261139,-0.043018,-0.947982,0.121543,-0.980932,0.306788,-0.965807,-0.141126,-0.987731,0.166639,-0.979026,-0.927332,-0.939553,-0.966758,-0.937462,-0.935475,-0.985189,-0.980785,-0.985286,-0.984524,-0.971501,-0.959624,-0.993265,-0.988876,-0.985241,-0.929944,-0.929944,-0.980667,-0.953002,-0.986757,-0.978257,-0.92383,-0.93389,-0.986914,-0.983039,-0.986185,-0.985339,-0.968924,-0.962632,-0.931721,-0.97932,-0.953251,-0.986147
8,"LAYING",0.279621,-0.014811,-0.106115,0.95767,-0.09046,-0.097939,0.075374,0.00815,0.003222,-0.021967,-0.028012,0.063689,-0.097758,-0.048519,-0.047848,-0.953763,-0.953763,-0.984921,-0.952848,-0.987581,-0.98822,-0.950049,-0.950363,0.023116,0.077184,0.121181,-0.989029,-0.976178,-0.979477,0.267296,-0.05982,0.069283,-0.969677,-0.972595,-0.975512,-0.154243,-0.197393,0.022201,-0.953746,0.110647,-0.979746,0.308061,-0.964564,-0.10878,-0.983709,0.179174,-0.988815,-0.938479,-0.926065,-0.98769,-0.958904,-0.918294,-0.989199,-0.976442,-0.982611,-0.97299,-0.969421,-0.974118,-0.981573,-0.985509,-0.989271,-0.937187,-0.937187,-0.979932,-0.953225,-0.98246,-0.989184,-0.936232,-0.919745,-0.990414,-0.978582,-0.984466,-0.974201,-0.968055,-0.975976,-0.938628,-0.979135,-0.95412,-0.981832
8,"WALKING",0.274686,-0.018663,-0.107252,0.913586,-0.217102,-0.186268,0.070339,-0.006039,-0.000674,0.023509,-0.095792,0.050966,-0.135886,-0.031488,-0.052268,0.051679,0.051679,-0.066832,-0.003102,-0.339129,-0.247389,0.316982,-0.238635,-0.380892,0.003562,0.111947,-0.311199,0.079683,-0.361563,-0.345898,-0.419278,-0.247485,-0.102063,-0.25973,-0.132902,-0.176032,-0.102882,-0.218801,-0.095217,0.204081,-0.123834,0.17619,-0.301242,0.089001,-0.473026,0.29459,-0.173606,0.380782,-0.142089,-0.974752,-0.956782,-0.95664,-0.258689,0.233988,-0.383201,-0.19921,-0.211997,-0.075445,-0.246083,-0.428056,-0.388447,-0.180407,-0.180407,-0.184571,-0.238747,-0.502957,-0.148387,0.324845,-0.158437,-0.271448,0.315884,-0.404483,-0.234252,-0.190806,-0.142974,-0.360819,-0.276436,-0.32746,-0.58124
8,"WALKING_DOWNSTAIRS",0.283484,-0.021106,-0.107598,0.914023,-0.18761,-0.141818,0.118938,-0.038019,-0.039436,-0.12119,-0.050076,0.114144,-0.034928,-0.053497,-0.08679,0.176599,0.176599,0.262628,0.099343,-0.126189,0.13659,0.388413,0.15959,-0.200758,0.051156,0.223078,0.214841,0.22064,0.05861,-0.170998,-0.337651,-0.180391,-0.13074,0.116091,0.02775,-0.177173,0.071679,-0.00513,0.301627,0.229145,0.331528,0.181423,-0.000363,0.267676,-0.12518,0.242844,0.024139,0.343826,0.133717,-0.945767,-0.941581,-0.89719,0.250144,0.288141,-0.013514,-0.258431,0.024313,-0.129565,-0.267888,-0.070453,-0.189604,0.131338,0.131338,0.253408,-0.046629,-0.157485,-0.026046,0.232184,0.021491,0.172659,0.273944,-0.084667,-0.302735,-0.046136,-0.268253,-0.156141,0.134735,-0.25559,-0.262984
8,"WALKING_UPSTAIRS",0.25888,-0.028242,-0.115122,0.860369,-0.291341,-0.192307,0.081382,0.014121,-0.067458,0.192704,-0.204205,-0.072455,-0.155446,-0.02792,-0.053409,0.121027,0.121027,-0.141495,0.166448,-0.400664,-0.166411,0.263431,-0.07295,-0.290118,-0.100254,-0.191853,-0.200277,-0.025795,-0.386656,-0.11599,-0.34403,-0.368783,-0.240261,-0.113162,0.165974,-0.221045,-0.184404,-0.296235,-0.130265,0.207071,-0.131851,0.274549,-0.229611,-0.128115,-0.463271,0.251663,-0.171712,0.348769,0.121187,-0.926673,-0.931032,-0.876169,-0.186619,-0.01235,-0.447518,-0.367428,-0.066698,0.337526,-0.405071,-0.424676,-0.430367,-0.2272,-0.2272,-0.228296,-0.109328,-0.493975,-0.175285,0.305401,0.133766,-0.247337,-0.070082,-0.508248,-0.409956,-0.04788,0.263203,-0.409283,-0.379266,-0.183326,-0.575733
9,"STANDING",0.259196,-0.020527,-0.10755,-0.580253,-0.119154,0.957873,0.088073,0.011562,-0.007054,-0.013632,-0.158903,0.101275,-0.103847,-0.027552,-0.056949,-0.930868,-0.930868,-0.963375,-0.907125,-0.964525,-0.946865,-0.934367,-0.945919,-0.445963,-0.215337,0.178107,-0.964304,-0.964083,-0.955909,-0.085031,-0.227094,-0.094374,-0.930298,-0.93458,-0.959815,-0.230699,-0.321207,-0.055125,-0.926604,-0.085609,-0.954321,0.167003,-0.918605,-0.206344,-0.955806,-0.016201,-0.942333,-0.916293,-0.940707,-0.921821,-0.969994,-0.971205,-0.96474,-0.963997,-0.958562,-0.942247,-0.926619,-0.961595,-0.945329,-0.96217,-0.977076,-0.915127,-0.915127,-0.955027,-0.898558,-0.952802,-0.940981,-0.912837,-0.941971,-0.968601,-0.966634,-0.959715,-0.946389,-0.923132,-0.965686,-0.92193,-0.955095,-0.903401,-0.95229
9,"SITTING",0.248327,-0.027017,-0.075378,0.916325,-0.041426,0.085263,0.077005,0.009817,-0.008675,-0.042329,-0.041427,0.080792,-0.093071,-0.046663,-0.052841,-0.893362,-0.893362,-0.964384,-0.903236,-0.973364,-0.959414,-0.911683,-0.892201,-0.109384,-0.120093,-0.131749,-0.965596,-0.958007,-0.957527,0.020398,-0.271901,-0.267666,-0.950315,-0.939693,-0.940312,-0.128144,-0.35974,-0.173242,-0.897718,-0.080613,-0.95305,0.09747,-0.934438,-0.19597,-0.968316,0.031535,-0.957228,-0.875141,-0.832002,-0.95528,-0.946452,-0.885854,-0.964536,-0.956778,-0.961889,-0.95902,-0.919188,-0.930177,-0.964532,-0.971927,-0.968739,-0.863756,-0.863756,-0.95178,-0.906606,-0.966361,-0.956903,-0.867614,-0.818002,-0.96666,-0.958523,-0.964941,-0.961836,-0.910583,-0.934187,-0.869173,-0.949395,-0.906471,-0.965997
9,"LAYING",0.28231,-0.020045,-0.095275,0.961324,-0.010384,0.009148,0.076003,0.01307,-0.004701,-0.029183,-0.06081,0.099241,-0.095898,-0.04192,-0.057574,-0.945167,-0.945167,-0.969525,-0.92103,-0.969824,-0.971663,-0.944849,-0.941687,-0.105712,-0.003787,0.000165,-0.971314,-0.962624,-0.967129,-0.023504,-0.098189,-0.128068,-0.916974,-0.954514,-0.94151,-0.222858,-0.34896,-0.165761,-0.94633,0.023574,-0.963243,0.200538,-0.929769,-0.174954,-0.967492,0.024365,-0.975741,-0.938636,-0.919296,-0.989103,-0.972574,-0.932245,-0.969973,-0.963849,-0.970584,-0.921991,-0.946047,-0.93989,-0.949106,-0.975037,-0.969726,-0.936105,-0.936105,-0.963764,-0.908291,-0.965287,-0.977579,-0.93879,-0.913897,-0.971279,-0.968235,-0.972589,-0.924739,-0.941951,-0.944943,-0.940266,-0.963593,-0.91091,-0.964771
